primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,len_sec_labels,path,frames,sr,duration
didcuc1,"['carcha1', 'carwoo1', 'chibat1']","['adult', 'call', 'male']",-26.7353,26.71,Chrysococcyx caprius,Dideric Cuckoo,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/507545,didcuc1/XC507545.ogg,3,/kaggle/input/birdclef-2023/train_audio/didcuc1/XC507545.ogg,658704,32000,20.5845
afpfly1,[],['call'],12.6624,-7.9979,Terpsiphone viridis,African Paradise-Flycatcher,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/372187,afpfly1/XC372187.ogg,0,/kaggle/input/birdclef-2023/train_audio/afpfly1/XC372187.ogg,1421897,32000,44.43428125
cohmar1,[],"['adult', 'begging call', 'call', 'hatchling or nestling', 'song']",47.4796,7.4558,Delichon urbicum,Common House-Martin,Nicolas Martinez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/574709,cohmar1/XC574709.ogg,0,/kaggle/input/birdclef-2023/train_audio/cohmar1/XC574709.ogg,2251104,32000,70.347
broman1,[],"['call', 'flight call']",33.727,-117.9436,Spermestes cucullata,Bronze Mannikin,Elias Aristides Elias,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/195341,broman1/XC195341.ogg,0,/kaggle/input/birdclef-2023/train_audio/broman1/XC195341.ogg,246596,32000,7.706125
cabgre1,[],['song'],-7.8805,36.0267,Phyllastrephus cabanisi,Cabanis's Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/123955,cabgre1/XC123955.ogg,0,/kaggle/input/birdclef-2023/train_audio/cabgre1/XC123955.ogg,1040640,32000,32.52
didcuc1,[],['call'],-26.5549,26.7337,Chrysococcyx caprius,Dideric Cuckoo,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/444172,didcuc1/XC444172.ogg,0,/kaggle/input/birdclef-2023/train_audio/didcuc1/XC444172.ogg,696320,32000,21.76
blwlap1,[],"['adult', 'flight call']",-3.3991,36.2643,Vanellus melanopterus,Black-winged Lapwing,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/583521,blwlap1/XC583521.ogg,0,/kaggle/input/birdclef-2023/train_audio/blwlap1/XC583521.ogg,132096,32000,4.128
colsun2,[],['call'],-0.53,31.0,Hedydipna collaris,Collared Sunbird,Magnus Wadstein,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/537033,colsun2/XC537033.ogg,0,/kaggle/input/birdclef-2023/train_audio/colsun2/XC537033.ogg,641149,32000,20.03590625
colsun2,[],['song'],-6.2633,39.4034,Hedydipna collaris,Collared Sunbird,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/633950,colsun2/XC633950.ogg,0,/kaggle/input/birdclef-2023/train_audio/colsun2/XC633950.ogg,3387648,32000,105.864
gnbcam2,[],[''],6.2273,1.4271,Camaroptera brevicaudata,Gray-backed Camaroptera,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/423346,gnbcam2/XC423346.ogg,0,/kaggle/input/birdclef-2023/train_audio/gnbcam2/XC423346.ogg,2071406,32000,64.7314375
litswi1,[],['song'],18.7635,73.4297,Apus affinis,Little Swift,Rajgopal Patil,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/574605,litswi1/XC574605.ogg,0,/kaggle/input/birdclef-2023/train_audio/litswi1/XC574605.ogg,1618338,32000,50.5730625
carcha1,[],['song'],-33.2977,26.5299,Cossypha caffra,Cape Robin-Chat,Daniel Danckwerts,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/254833,carcha1/XC254833.ogg,0,/kaggle/input/birdclef-2023/train_audio/carcha1/XC254833.ogg,412944,32000,12.9045
yewgre1,[],['song'],5.2227,-4.8148,Eurillas latirostris,Yellow-whiskered Greenbul,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/325878,yewgre1/XC325878.ogg,0,/kaggle/input/birdclef-2023/train_audio/yewgre1/XC325878.ogg,599353,32000,18.72978125
cohmar1,[],"['call', 'flight call']",64.4818,13.3163,Delichon urbicum,Common House-Martin,Niels Van Doninck,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/580135,cohmar1/XC580135.ogg,0,/kaggle/input/birdclef-2023/train_audio/cohmar1/XC580135.ogg,190464,32000,5.952
greegr,[],"['alarm call', 'male', 'song']",51.3722,23.256,Ardea alba,Great Egret,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/187098,greegr/XC187098.ogg,0,/kaggle/input/birdclef-2023/train_audio/greegr/XC187098.ogg,168192,32000,5.256
piekin1,[],['call'],-8.1871,36.6653,Ceryle rudis,Pied Kingfisher,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/517391,piekin1/XC517391.ogg,0,/kaggle/input/birdclef-2023/train_audio/piekin1/XC517391.ogg,167424,32000,5.232
greegr,[],['flight call'],51.5337,17.329,Ardea alba,Great Egret,Romuald Mikusek,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/513744,greegr/XC513744.ogg,0,/kaggle/input/birdclef-2023/train_audio/greegr/XC513744.ogg,506112,32000,15.816
brctch1,[],['alarm call'],-15.477,28.4237,Tchagra australis,Brown-crowned Tchagra,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/202636,brctch1/XC202636.ogg,0,/kaggle/input/birdclef-2023/train_audio/brctch1/XC202636.ogg,986384,32000,30.8245
combuz1,[],"['call', 'flight call', 'life stage uncertain', 'sex uncertain']",48.7044,-3.0113,Buteo buteo,Common Buzzard,LE ROY Renaud,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/574208,combuz1/XC574208.ogg,0,/kaggle/input/birdclef-2023/train_audio/combuz1/XC574208.ogg,363616,32000,11.363
sltnig1,[],['song'],-2.9858,37.5975,Caprimulgus clarus,Slender-tailed Nightjar,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/577165,sltnig1/XC577165.ogg,0,/kaggle/input/birdclef-2023/train_audio/sltnig1/XC577165.ogg,215040,32000,6.72
cibwar1,[],['song'],-8.5004,35.9066,Bradypterus cinnamomeus,Cinnamon Bracken-Warbler,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/516743,cibwar1/XC516743.ogg,0,/kaggle/input/birdclef-2023/train_audio/cibwar1/XC516743.ogg,71424,32000,2.232
laudov1,[],['song'],32.9861,9.6376,Streptopelia senegalensis,Laughing Dove,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/309749,laudov1/XC309749.ogg,0,/kaggle/input/birdclef-2023/train_audio/laudov1/XC309749.ogg,1378429,32000,43.07590625
gyhbus1,[],['song'],-2.9858,37.5975,Malaconotus blanchoti,Gray-headed Bushshrike,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/590641,gyhbus1/XC590641.ogg,0,/kaggle/input/birdclef-2023/train_audio/gyhbus1/XC590641.ogg,199680,32000,6.24
gyhkin1,[],[''],15.1483,-23.5613,Halcyon leucocephala,Gray-headed Kingfisher,Reyt Sylvain,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/720487,gyhkin1/XC720487.ogg,0,/kaggle/input/birdclef-2023/train_audio/gyhkin1/XC720487.ogg,449724,32000,14.053875
wbrcha2,[],[''],-1.5007,29.6325,Cossypha heuglini,White-browed Robin-Chat,Charlie Vogt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/746617,wbrcha2/XC746617.ogg,0,/kaggle/input/birdclef-2023/train_audio/wbrcha2/XC746617.ogg,1575936,32000,49.248
wlwwar,[],['song'],63.1855,75.3898,Phylloscopus trochilus,Willow Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/431314,wlwwar/XC431314.ogg,0,/kaggle/input/birdclef-2023/train_audio/wlwwar/XC431314.ogg,2153326,32000,67.2914375
carcha1,['reedov1'],"['adult', 'song']",-26.8242,26.6535,Cossypha caffra,Cape Robin-Chat,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/507539,carcha1/XC507539.ogg,1,/kaggle/input/birdclef-2023/train_audio/carcha1/XC507539.ogg,1945182,32000,60.7869375
wlwwar,[],['song'],46.401,6.514,Phylloscopus trochilus,Willow Warbler,Alexandre Renaudier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/129578,wlwwar/XC129578.ogg,0,/kaggle/input/birdclef-2023/train_audio/wlwwar/XC129578.ogg,888576,32000,27.768
eswdov1,['somgre1'],['song'],-4.2434,39.6018,Turtur chalcospilos,Emerald-spotted Wood-Dove,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/117159,eswdov1/XC117159.ogg,1,/kaggle/input/birdclef-2023/train_audio/eswdov1/XC117159.ogg,969665,32000,30.30203125
categr,['blaplo1'],"['Cattle', 'Cattle in water', 'adult', 'call']",-26.5528,26.711,Bubulcus ibis,Cattle Egret,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/613482,categr/XC613482.ogg,1,/kaggle/input/birdclef-2023/train_audio/categr/XC613482.ogg,906112,32000,28.316
cibwar1,[],['call'],-4.7581,38.3034,Bradypterus cinnamomeus,Cinnamon Bracken-Warbler,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/488883,cibwar1/XC488883.ogg,0,/kaggle/input/birdclef-2023/train_audio/cibwar1/XC488883.ogg,366132,32000,11.441625
gargan,[],[''],45.2679,68.9222,Spatula querquedula,Garganey,Martin Grienenberger,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/733437,gargan/XC733437.ogg,0,/kaggle/input/birdclef-2023/train_audio/gargan/XC733437.ogg,877696,32000,27.428
yebbar1,[],['song'],0.8122,30.11,Trachyphonus purpuratus,Yellow-billed Barbet,Bram Vogels,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/430669,yebbar1/XC430669.ogg,0,/kaggle/input/birdclef-2023/train_audio/yebbar1/XC430669.ogg,541664,32000,16.927
abhori1,[],['song'],-24.3834,30.9334,Oriolus larvatus,African Black-headed Oriole,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/389623,abhori1/XC389623.ogg,0,/kaggle/input/birdclef-2023/train_audio/abhori1/XC389623.ogg,3644160,32000,113.88
wlwwar,[],"['call', 'female', 'male']",56.085,47.2665,Phylloscopus trochilus,Willow Warbler,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/324529,wlwwar/XC324529.ogg,0,/kaggle/input/birdclef-2023/train_audio/wlwwar/XC324529.ogg,1129326,32000,35.2914375
colsun2,[],['song'],-8.4935,35.9031,Hedydipna collaris,Collared Sunbird,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/517190,colsun2/XC517190.ogg,0,/kaggle/input/birdclef-2023/train_audio/colsun2/XC517190.ogg,4035072,32000,126.096
amesun2,[],['song'],-6.2471,39.4286,Chalcomitra amethystina,Amethyst Sunbird,Meena Haribal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/608052,amesun2/XC608052.ogg,0,/kaggle/input/birdclef-2023/train_audio/amesun2/XC608052.ogg,1323259,32000,41.35184375
afrjac1,[],['call'],-8.1871,36.6653,Actophilornis africanus,African Jacana,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/515863,afrjac1/XC515863.ogg,0,/kaggle/input/birdclef-2023/train_audio/afrjac1/XC515863.ogg,2998272,32000,93.696
woosan,[],[''],64.191,21.113,Tringa glareola,Wood Sandpiper,Alan Dalton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/740798,woosan/XC740798.ogg,0,/kaggle/input/birdclef-2023/train_audio/woosan/XC740798.ogg,622848,32000,19.464
blakit1,"['combul2', 'piecro1']",['call'],5.3823,-3.9829,Milvus migrans,Black Kite,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/363596,blakit1/XC363596.ogg,2,/kaggle/input/birdclef-2023/train_audio/blakit1/XC363596.ogg,433824,32000,13.557
yebbar1,"['afecuc1', 'combul2']",['song'],5.35,-1.38,Trachyphonus purpuratus,Yellow-billed Barbet,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/301452,yebbar1/XC301452.ogg,2,/kaggle/input/birdclef-2023/train_audio/yebbar1/XC301452.ogg,1174465,32000,36.70203125
cibwar1,[],['call'],-2.9333,37.4526,Bradypterus cinnamomeus,Cinnamon Bracken-Warbler,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/120080,cibwar1/XC120080.ogg,0,/kaggle/input/birdclef-2023/train_audio/cibwar1/XC120080.ogg,470016,32000,14.688
comsan,[],['call'],53.9299,-2.9833,Actitis hypoleucos,Common Sandpiper,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/501610,comsan/XC501610.ogg,0,/kaggle/input/birdclef-2023/train_audio/comsan/XC501610.ogg,819200,32000,25.6
yewgre1,[],"['call', 'song']",-1.07,29.763,Eurillas latirostris,Yellow-whiskered Greenbul,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/236966,yewgre1/XC236966.ogg,0,/kaggle/input/birdclef-2023/train_audio/yewgre1/XC236966.ogg,2309642,32000,72.1763125
woosan,[],['flight call'],50.7554,3.3201,Tringa glareola,Wood Sandpiper,Eddy Scheinpflug,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/265186,woosan/XC265186.ogg,0,/kaggle/input/birdclef-2023/train_audio/woosan/XC265186.ogg,203520,32000,6.36
barswa,[],['flight call'],38.2481,35.2006,Hirundo rustica,Barn Swallow,Mehmet ÜNLÜ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/557394,barswa/XC557394.ogg,0,/kaggle/input/birdclef-2023/train_audio/barswa/XC557394.ogg,489824,32000,15.307
blhher1,['egygoo'],"['begging call', 'hatchling or nestling', 'sex uncertain']",-29.1893,26.1814,Ardea melanocephala,Black-headed Heron,Dawie de Swardt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/601045,blhher1/XC601045.ogg,1,/kaggle/input/birdclef-2023/train_audio/blhher1/XC601045.ogg,4119406,32000,128.7314375
greegr,[],['call'],-0.344,36.08,Ardea alba,Great Egret,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/398626,greegr/XC398626.ogg,0,/kaggle/input/birdclef-2023/train_audio/greegr/XC398626.ogg,187232,32000,5.851
blacuc1,[],['song'],-8.8964,16.0842,Cuculus clamosus,Black Cuckoo,Arnon Dattner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/568080,blacuc1/XC568080.ogg,0,/kaggle/input/birdclef-2023/train_audio/blacuc1/XC568080.ogg,1938495,32000,60.57796875
afrjac1,[],['call'],5.387,-4.0533,Actophilornis africanus,African Jacana,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/497460,afrjac1/XC497460.ogg,0,/kaggle/input/birdclef-2023/train_audio/afrjac1/XC497460.ogg,883566,32000,27.6114375
chibat1,[],['call'],-1.2231,35.028,Batis molitor,Chinspot Batis,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/200102,chibat1/XC200102.ogg,0,/kaggle/input/birdclef-2023/train_audio/chibat1/XC200102.ogg,951275,32000,29.72734375
cohmar1,[],"['alarm call', 'flight call', 'series of calls']",48.0372,-4.8622,Delichon urbicum,Common House-Martin,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/678586,cohmar1/XC678586.ogg,0,/kaggle/input/birdclef-2023/train_audio/cohmar1/XC678586.ogg,112013,32000,3.50040625
gyhkin1,[],['call'],14.4292,-16.0493,Halcyon leucocephala,Gray-headed Kingfisher,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/372161,gyhkin1/XC372161.ogg,0,/kaggle/input/birdclef-2023/train_audio/gyhkin1/XC372161.ogg,2860513,32000,89.39103125
ratcis1,['abhori1'],['song'],0.0033,36.9454,Cisticola chiniana,Rattling Cisticola,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/240607,ratcis1/XC240607.ogg,1,/kaggle/input/birdclef-2023/train_audio/ratcis1/XC240607.ogg,1295673,32000,40.48978125
strher,[],['flight call'],-21.2854,55.3882,Butorides striata,Striated Heron,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/400858,strher/XC400858.ogg,0,/kaggle/input/birdclef-2023/train_audio/strher/XC400858.ogg,98304,32000,3.072
eubeat1,[],['call'],52.9296,23.8513,Merops apiaster,European Bee-eater,Krzysztof Deoniziak,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/116938,eubeat1/XC116938.ogg,0,/kaggle/input/birdclef-2023/train_audio/eubeat1/XC116938.ogg,135936,32000,4.248
afrthr1,['combul2'],"['cars', 'song']",5.6037,-0.187,Turdus pelios,African Thrush,Phil Gregory,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/310322,afrthr1/XC310322.ogg,1,/kaggle/input/birdclef-2023/train_audio/afrthr1/XC310322.ogg,1782176,32000,55.693
rerswa1,[],"['alarm call', 'flight call', 'song']",39.493,-7.8924,Cecropis daurica,Red-rumped Swallow,Paulo Alves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/627383,rerswa1/XC627383.ogg,0,/kaggle/input/birdclef-2023/train_audio/rerswa1/XC627383.ogg,794880,32000,24.84
abhori1,[],"['adult', 'sex uncertain', 'song']",-33.6848,26.1452,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/640719,abhori1/XC640719.ogg,0,/kaggle/input/birdclef-2023/train_audio/abhori1/XC640719.ogg,1166080,32000,36.44
chucis1,[],['song'],-1.1717,29.6734,Cisticola chubbi,Chubb's Cisticola,Magnus Wadstein,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/470844,chucis1/XC470844.ogg,0,/kaggle/input/birdclef-2023/train_audio/chucis1/XC470844.ogg,297568,32000,9.299
eaywag1,[],"['call', 'flight call']",37.1357,-7.6138,Motacilla flava,Western Yellow Wagtail,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/481362,eaywag1/XC481362.ogg,0,/kaggle/input/birdclef-2023/train_audio/eaywag1/XC481362.ogg,1234176,32000,38.568
hoopoe,[],"['adult', 'song']",42.6619,2.5007,Upupa epops,Eurasian Hoopoe,Olivier SWIFT,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/659749,hoopoe/XC659749.ogg,0,/kaggle/input/birdclef-2023/train_audio/hoopoe/XC659749.ogg,966912,32000,30.216
fatrav1,[],['call'],31.4714,35.3758,Corvus rhipidurus,Fan-tailed Raven,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/348306,fatrav1/XC348306.ogg,0,/kaggle/input/birdclef-2023/train_audio/fatrav1/XC348306.ogg,365296,32000,11.4155
pitwhy,['rindov'],['call'],-25.647,28.8248,Vidua macroura,Pin-tailed Whydah,Faansie Peacock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/364315,pitwhy/XC364315.ogg,1,/kaggle/input/birdclef-2023/train_audio/pitwhy/XC364315.ogg,3338496,32000,104.328
rbsrob1,[],['alarm call'],-0.6028,34.2605,Cercotrichas leucophrys,Red-backed Scrub-Robin,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/364103,rbsrob1/XC364103.ogg,0,/kaggle/input/birdclef-2023/train_audio/rbsrob1/XC364103.ogg,1049078,32000,32.7836875
thrnig1,[],"['adult', 'call', 'male']",56.086,47.2779,Luscinia luscinia,Thrush Nightingale,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/560269,thrnig1/XC560269.ogg,0,/kaggle/input/birdclef-2023/train_audio/thrnig1/XC560269.ogg,1155239,32000,36.10121875
afmdov1,[],['call'],14.754,-17.411,Streptopelia decipiens,Mourning Collared-Dove,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/324309,afmdov1/XC324309.ogg,0,/kaggle/input/birdclef-2023/train_audio/afmdov1/XC324309.ogg,962142,32000,30.0669375
wlwwar,[],[''],63.9261,20.1388,Phylloscopus trochilus,Willow Warbler,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/726708,wlwwar/XC726708.ogg,0,/kaggle/input/birdclef-2023/train_audio/wlwwar/XC726708.ogg,12096544,32000,378.017
comsan,[],['alarm call'],49.4434,21.9175,Actitis hypoleucos,Common Sandpiper,Romuald Mikusek,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/422057,comsan/XC422057.ogg,0,/kaggle/input/birdclef-2023/train_audio/comsan/XC422057.ogg,168192,32000,5.256
combul2,[],['call'],31.1937,-8.0518,Pycnonotus barbatus,Common Bulbul,Jeremy Minns,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/337805,combul2/XC337805.ogg,0,/kaggle/input/birdclef-2023/train_audio/combul2/XC337805.ogg,1299017,32000,40.59428125
eaywag1,['wlwwar'],['song'],62.5896,10.5599,Motacilla flava,Western Yellow Wagtail,Elias A. Ryberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/323672,eaywag1/XC323672.ogg,1,/kaggle/input/birdclef-2023/train_audio/eaywag1/XC323672.ogg,2575872,32000,80.496
gargan,[],"['call', 'female', 'flight call']",59.1248,18.3501,Spatula querquedula,Garganey,Alan Dalton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/670102,gargan/XC670102.ogg,0,/kaggle/input/birdclef-2023/train_audio/gargan/XC670102.ogg,175520,32000,5.485
combuz1,[],"['begging call', 'call', 'flight call', 'juvenile']",50.4612,16.359,Buteo buteo,Common Buzzard,Romuald Mikusek,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/326517,combuz1/XC326517.ogg,0,/kaggle/input/birdclef-2023/train_audio/combuz1/XC326517.ogg,4697088,32000,146.784
yebgre1,[],['song'],-17.9115,25.8278,Chlorocichla flaviventris,Yellow-bellied Greenbul,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/203041,yebgre1/XC203041.ogg,0,/kaggle/input/birdclef-2023/train_audio/yebgre1/XC203041.ogg,1674344,32000,52.32325
afrgrp1,[],"['adult', 'call', 'male', 'song']",2.3712,15.8593,Treron calvus,African Green-Pigeon,Andres Angulo Rubiano,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/530193,afrgrp1/XC530193.ogg,0,/kaggle/input/birdclef-2023/train_audio/afrgrp1/XC530193.ogg,393718,32000,12.3036875
eaywag1,[],['call'],37.1357,-7.6138,Motacilla flava,Western Yellow Wagtail,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/630733,eaywag1/XC630733.ogg,0,/kaggle/input/birdclef-2023/train_audio/eaywag1/XC630733.ogg,2480640,32000,77.52
reftin1,[],['song'],-1.0272,37.2805,Pogoniulus pusillus,Red-fronted Tinkerbird,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/292285,reftin1/XC292285.ogg,0,/kaggle/input/birdclef-2023/train_audio/reftin1/XC292285.ogg,1349172,32000,42.161625
cohmar1,[],[''],42.4826,-1.6558,Delichon urbicum,Common House-Martin,Sidney Martin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/716353,cohmar1/XC716353.ogg,0,/kaggle/input/birdclef-2023/train_audio/cohmar1/XC716353.ogg,442176,32000,13.818
hoopoe,[],[''],44.3407,15.1119,Upupa epops,Eurasian Hoopoe,Stephan Risch,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/728876,hoopoe/XC728876.ogg,0,/kaggle/input/birdclef-2023/train_audio/hoopoe/XC728876.ogg,817920,32000,25.56
greegr,[],"['call', 'female', 'male']",-27.7001,-57.1834,Ardea alba,Great Egret,Rosendo Manuel Fraga,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/454182,greegr/XC454182.ogg,0,/kaggle/input/birdclef-2023/train_audio/greegr/XC454182.ogg,542511,32000,16.95346875
edcsun3,['chtapa3'],"['call', 'song']",-0.9244,36.6066,Cinnyris mediocris,Eastern Double-collared Sunbird,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/434335,edcsun3/XC434335.ogg,1,/kaggle/input/birdclef-2023/train_audio/edcsun3/XC434335.ogg,1003072,32000,31.346
sincis1,[],['song'],-0.2002,30.0877,Cisticola cantans,Singing Cisticola,Magnus Wadstein,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/611512,sincis1/XC611512.ogg,0,/kaggle/input/birdclef-2023/train_audio/sincis1/XC611512.ogg,272509,32000,8.51590625
colsun2,[],['call'],-8.4935,35.9031,Hedydipna collaris,Collared Sunbird,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/516833,colsun2/XC516833.ogg,0,/kaggle/input/birdclef-2023/train_audio/colsun2/XC516833.ogg,1849344,32000,57.792
